Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
,,,,,,15320 | To promote girls' education and empower them through community engagement | 0.6195
,,,,,,15381 | To empower girls in the community by providing them with access to education | 0.6832
,,,,,,3973 | To promote equal opportunities for girls in education and challenge discriminatory attitudes | 0.7631
,,,,,,4029 | To educate girls and make them aware of the importance of education | 0.6047
,,,,,,4013 | To address the problem of patriarchal thinking and lack of awareness about the importance of girls' education | 0.6507
,,,,,,19229 | To empower girls through education | 0.6422
,,,,,,19217 | To empower women in the village to educate their children by explaining the importance of education | 0.6066
,,,,,,"19878 | To help a girl who had dropped out of school due to her mother's absence and lack of Aadhaar card, by organizing an education chaupal and facilitating her admission back into school | 0.7357"
,,,,,,4237 | To empower girls through education and raise awareness about its importance | 0.6244
,,,,,,4269 | To empower girls through education and create a brighter future for them | 0.6053
,,,,,,4241 | To educate girls and empower them through education | 0.6108
,,,,,,4279 | To educate girls about their rights and roles in society | 0.6199
,,,,,,5012 | To empower girls through education by changing parental attitudes and enrolling children in school | 0.636
,,,,,,4283 | To educate girls till 12th standard and stop child marriage | 0.7465
,,,,,,5349 | To empower girls in the community by providing them with access to education and job opportunities | 0.6823
,,,,,,14888 | To address the gender-based challenges in education by conducting awareness campaigns for parents | 0.6172
,,,,,,4596 | To connect girls to school for education and empower them | 0.6226
,,,,,,15296 | To educate village girls and increase awareness among them | 0.6165
,,,,,,15338 | To empower girls through education by encouraging their parents to send them to school | 0.6284
,,,,,,4080 | To educate girls and empower them through education | 0.6108
,,,,,,4017 | To promote education and empowerment of girls in rural areas | 0.6485
,,,,,,19232 | To empower girls through education and make them independent | 0.6081
,,,,,,15458 | To increase awareness among parents about the importance of education for girls and to encourage them to send their daughters to school | 0.6767
,,,,,,13880 | To educate women and children about gender sensitivity and promote awareness in the community | 0.7055
,,,,,,15702 | To improve education in rural Bihar by addressing the issue of children dropping out of school due to poverty and lack of understanding of education's importance | 0.6967
,,,,,,15757 | To encourage girls to attend school | 0.6381
,,,,,,15838 | To raise awareness among the community about the importance of girls education and to encourage all children to join schools and study | 0.6365
,,,,,,"16140 | To empower girls through education and make them aware of their goals, strategies, and life | 0.6174"
,,,,,,16703 | To empower girls through education and improve their future prospects | 0.6392
,,,,,,4202 | To improve girls education in Bahuara Ram Tola by encouraging them to study till 12th standard | 0.6201
,,,,,,15237 | To educate the community about the importance of education for girls | 0.6787
,,,,,,15196 | To enroll Durga Kumari in school by making her Aadhar card | 0.7332
,,,,,,15376 | To empower girls through education and encourage them to pursue their studies | 0.6699
,,,,,,4007 | To promote girls' education and challenge traditional mindsets that hinder their academic pursuits | 0.6806
,,,,,,4033 | To empower girls through education and help them overcome obstacles that prevent them from pursuing their studies | 0.6986
,,,,,,21510 | To empower adolescent girls through education and make them self-reliant | 0.637
,,,,,,4604 | To empower women through education and improve their socio-economic status | 0.6099
,,,,,,5056 | To empower girls through education by addressing the issue of gender discrimination and household responsibilities | 0.8158
,,,,,,28431 | To improve education for girls in the community by encouraging parents to enroll their children in school | 0.6503
,,,,,,16475 | To empower girls through education and make them self-reliant | 0.6153
,,,,,,29124 | To empower girls through education and encourage them to pursue their studies beyond the 8th grade | 0.6351
,,,,,,28459 | To empower girls through education and help them overcome poverty | 0.621
,,,,,,28467 | To empower girls through education and create a brighter future for them | 0.6053
,,,,,,28472 | To provide education to children in rural areas where schools are not available | 0.6583
,,,,,,29057 | To promote girls' education and provide equal opportunities for all | 0.6407
,,,,,,28476 | To educate girls and make them aware of the importance of education | 0.6047
,,,,,,29059 | To empower women in education | 0.6316
,,,,,,28478 | To empower girls through education and make them aware of its importance | 0.6224
,,,,,,28483 | To educate girls at least till 12th class to provide them better opportunities in life | 0.688
,,,,,,29275 | To educate girls about the importance of education and encourage them to attend school regularly | 0.6062
,,,,,,29395 | To enroll Kavita Kumari in school by obtaining her birth certificate and Aadhar card | 0.6385
,,,,,,29410 | To empower girls through education and encourage them to pursue further studies | 0.6654
,,,,,,"29412 | To solve the problem of Shilpi Kumari, a 9th-grade student, who was unable to continue her studies due to the lack of an Aadhar card | 0.7019"
,,,,,,29411 | To help Shobha Kumari correct her Aadhaar card and enroll in school for further education | 0.7441
,,,,,,"29413 | To help Suman, a student who dropped out of school due to not having an Aadhar card, by facilitating the creation of her Aadhar card and encouraging her to return to school | 0.6757"
,,,,,,29444 | To help Ranju Kumari get her Aadhaar card made and continue her education | 0.6933
,,,,,,29441 | To help the girl get enrolled in school by correcting her father's name in the Aadhaar card | 0.736
,,,,,,29417 | To encourage girls to pursue education and create a supportive community | 0.6549
