Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
,,,,,,15308 | To educate Ruby Kumari and emphasize the importance of education over early marriage | 0.705
,,,,,,15304 | To support Ritu Kumari in continuing her education despite financial constraints | 0.7917
,,,,,,15309 | To encourage Raveena to continue her education after failing in the intermediate examination | 0.5982
,,,,,,15318 | To educate Diwan Kumar and make him aware of the importance of education | 0.762
,,,,,,15323 | To help Kavita Kumari attend school regularly by resolving the issue with her age and admission | 0.8563
,,,,,,15321 | To help Komal Kumari continue her education after missing school for a month due to health issues | 0.7953
,,,,,,29099 | To educate Khushboo Kumari till the intermediate level | 0.7748
,,,,,,15341 | To encourage and support Kavita Kumari in re-attempting her matriculation exam and pursuing further studies | 0.7674
,,,,,,15340 | To get Mala Kumari enrolled in class 6 | 0.7302
,,,,,,15346 | To help Shivani Kumari attend school despite her mother's illness | 0.7779
,,,,,,15349 | To help Megha Kumari return to school and continue her education | 0.8437
,,,,,,15348 | To educate Roshni Kumari further by enrolling her in Kasturba Vidyalaya | 0.8082
,,,,,,15358 | To support Rajni Kumari in continuing her education despite poverty | 0.8275
,,,,,,15368 | To educate Tamanna and support her family | 0.6038
,,,,,,4082 | To provide education to Neha by enrolling her in Kasturba Vidyalaya | 0.7463
,,,,,,3976 | To help Baby Kumari get admitted to school and continue her education | 0.9036
,,,,,,29013 | To ensure Samta Kumari continues her education despite financial constraints | 0.8122
,,,,,,28847 | To educate Shakuntala Kumari and empower her through education | 0.8585
,,,,,,29102 | To correct Rupa | 0.2947
,,,,,,15420 | To help Sanju Kumari develop interest in studies and pursue her education | 0.8463
,,,,,,15448 | To help Komal Kumari understand the importance of education and encourage her to attend school | 0.8877
,,,,,,15457 | To encourage Rupali Kumari to attend school by educating her parents about the importance of education | 0.8635
,,,,,,15481 | To help Shivani Kumari continue her education | 0.8768
,,,,,,15272 | Helping Babita Kumari continue her education despite health issues | 0.7245
,,,,,,29105 | To motivate Soni Kumari to complete her 12th education | 0.8462
,,,,,,15668 | To educate Sonam Kumari and make her understand the importance of education | 0.8846
,,,,,,15683 | To educate Priyanshu Kumari and her parents about the importance of education and encourage her to return to school | 0.875
,,,,,,15689 | To ensure Kanchan Kumari continues her education | 0.8453
,,,,,,15720 | To ensure Shivani and Shivangi attend school regularly | 0.653
,,,,,,29213 | To help Soni Kumari continue her education despite financial constraints | 0.8169
,,,,,,16134 | To educate Sandhya and her community about the importance of education and encourage her to attend school | 0.7209
,,,,,,28883 | To educate Nandini | 0.4813
,,,,,,28884 | To send Chandni Kumari to school and ensure she receives an education | 0.8414
,,,,,,18882 | To enroll children in Kasturba School and provide them with necessary facilities | 0.5547
,,,,,,16251 | To empower Indu Kumari through education and help her overcome financial poverty | 0.8349
,,,,,,16266 | To help Kavita Kumari continue her education | 0.8768
,,,,,,29214 | To help Priyanshu Kumari | 0.6939
,,,,,,16305 | To educate Viranti Kumari and help her complete her studies | 0.8706
,,,,,,16318 | To educate girls till 12th standard and make them aware of the benefits of education | 0.6616
,,,,,,16301 | To get Priya back in school | 0.5682
,,,,,,16286 | To educate Gudiya | 0.6147
,,,,,,15125 | To encourage Rita to return to school and continue her education | 0.623
,,,,,,4070 | To empower Sudha Kumari through education and postpone her marriage | 0.8283
,,,,,,29035 | To help Sunita Kumari continue her studies | 0.7883
,,,,,,15300 | To ensure Jabila can attend school despite her family | 0.6513
,,,,,,15380 | To encourage Muskan Kumari and Kajal Kumari to continue their education despite initial reluctance and financial difficulties | 0.7177
,,,,,,29036 | To encourage Nandini Kumari to pursue her studies | 0.7321
,,,,,,3986 | To enroll Khushboo Kumari in 10th grade despite financial constraints | 0.6959
,,,,,,29267 | To help Khushi Kumari get enrolled in school by obtaining a birth certificate | 0.7688
,,,,,,3964 | To help Nishi Kumari get admission | 0.728
,,,,,,29038 | To encourage Anu Kumari to continue her studies | 0.8281
,,,,,,15755 | To help Kusum Kumari return to school after dropping out due to her father | 0.7578
,,,,,,4305 | To educate Priyanka and support her family in overcoming financial difficulties | 0.6384
,,,,,,16045 | To educate Radha Kumari till 12th standard | 0.763
,,,,,,14906 | To educate Sirishti Kumari despite financial poverty | 0.7856
,,,,,,4228 | To educate Ragini Kumari and ensure she receives her rightful reservations and opportunities despite being a child bride and having a disability | 0.7456
,,,,,,14904 | To educate Sunita Kumari and help her become something by studying despite financial poverty | 0.8387
,,,,,,15297 | To improve Sona's education | 0.6402
,,,,,,15288 | To resolve the issue of Neha Parveen not getting a chance to study further after failing her matriculation examination | 0.5964
,,,,,,15373 | To encourage Soni Kumari to attend school and tuition | 0.8452
,,,,,,15418 | To empower Nishu Kumari and her family by highlighting the importance of education and addressing the issue of poverty | 0.7427
,,,,,,15417 | To empower Nidhi Kumari to continue her education despite poverty | 0.822
,,,,,,15724 | To educate Poonam Kumari and her parents about the importance of education | 0.8402
,,,,,,15042 | To encourage Mamta Kumari to attend school regularly | 0.7916
,,,,,,16225 | To educate Urmila Kumari by collecting donations | 0.7185
,,,,,,16299 | To support Pooja in pursuing her higher education | 0.7233
,,,,,,4202 | To improve girls education in Bahuara Ram Tola by encouraging them to study till 12th standard | 0.6765
,,,,,,15243 | To convince Alka Kumari's parents of the importance of education and encourage her to continue studying | 0.8498
,,,,,,15262 | To encourage Chandni Kumari to continue her education | 0.8857
,,,,,,15247 | To support Sita in pursuing her education and becoming self-reliant despite her family challenges | 0.6254
,,,,,,4076 | To help Priyanka Kumari achieve her dream of becoming a police officer by supporting her education and overcoming obstacles | 0.7116
,,,,,,4154 | To educate Kosmi Kumari and make her parents understand the importance of education | 0.8632
,,,,,,15312 | To encourage Khushbu to continue her studies | 0.6199
,,,,,,3962 | Rani wanted to get back to education after repeated failures | 0.57
,,,,,,16591 | To help Khushboo Kumari return to school after a 6-month absence due to her mother's injury | 0.7352
,,,,,,15175 | To encourage Anjali Kumari to continue her education and create a better future for herself | 0.851
,,,,,,28450 | To educate Shweta till class 11 | 0.5696
,,,,,,28465 | To educate Amita Kumari further | 0.8218
,,,,,,28940 | To enroll Sandhya Kumari in Class VIII and improve her education | 0.7926
,,,,,,28475 | To help Pooja Kumari continue her education by obtaining a transfer certificate (TC) despite her father’s ill health. | 0.6928
,,,,,,28941 | To motivate Punita Kumari to continue her studies after she had left them 4 years ago | 0.7462
,,,,,,28479 | To provide education to Nisha Kumari and make her self-dependent | 0.833
,,,,,,28942 | To encourage Punita Kumari to continue her studies and provide her with a supportive environment to do so. | 0.8092
,,,,,,28480 | To support Meera Kumari in pursuing her education | 0.8414
,,,,,,28943 | To enroll Rinki Kumari in school despite her parents’ financial difficulties | 0.7609
,,,,,,28944 | To enrol Antima Kumari in Class VII and stop child labour | 0.6174
,,,,,,28492 | To help Mahima resume her studies after a 2-year hiatus due to illness | 0.5213
,,,,,,29299 | To enroll a drop-out girl in Kasturba Vidyalaya and support her in completing her studies | 0.6435
,,,,,,29367 | To help Vika Kumari continue her education and become a police officer | 0.758
,,,,,,29371 | To convince Madhu's parents of the importance of education for their daughter | 0.6688
,,,,,,29373 | To convince Khushi Kumari's parents of the importance of education for their daughter's future | 0.8042
,,,,,,29400 | To encourage Priyanka Kumari to continue her education | 0.8863
,,,,,,29448 | To enroll Raju Kumar in school and obtain necessary documents | 0.679
,,,,,,29447 | To help Raj Babu get a birth certificate and enroll in school | 0.6643
,,,,,,29458 | To send Divya Kumari to school regularly | 0.7334
,,,,,,40402 | To help a girl from a poor family get admitted to Kasturba Residential School | 0.6522
,,,,,,40494 | To convince Kajal | 0.4163
,,,,,,40449 | To help Pooja Kumari attend school despite her family's financial struggles | 0.7991
