Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
550e8400-e29b-41d4-a716-446655440002,Legal Document linked Barriers,"This theme includes responses where children are unable to enroll in school due to missing or incomplete legal documents such as Aadhaar cards, birth certificates, or identity proofs. It captures how lack of proper documentation creates administrative hurdles that keep children out of the education system.","No Aadhar card,no aadhaar,no adhar,aadhar card not made,no birth certificate,lack of Aadhar card,no ID,no id proof,no legal document,no identity proof,enrollment barriers,admission refused,adhar,aadhaar,certificate not made,document pending,lack aadhar,having aadhar,birth certificate,unable study,Aadhaar card errors,date of birth missing,name mismatch,no birth date,birth certificate pending,enrollment blocked,documents not accepted,UID not made,government ID,aadhar errors,aadhaar update,not enrolled due to document,admission refused without document,no documents for school,identity not proven,date of birth not recorded,certificate not available,proper documentation,caste certificate,residence certificate,child registration,non enrolment,wrong name",Approved,130,28641 | To help children obtain Aadhaar cards and improve their access to education and other benefits | 0.8113
,,,,,,40856 | To educate Nisha Kumari who had dropped out of school due to economic situation | 0.8059
,,,,,,40859 | To enroll Amit Kumar in school and encourage him to study | 0.7296
,,,,,,40860 | To enroll Suman Kumari in school by creating awareness and obtaining necessary documents | 0.791
,,,,,,40873 | To enroll Anjali Kumari in school | 0.7722
,,,,,,40875 | To enroll Chintu Kumar in school | 0.7216
,,,,,,40879 | To help Priyanka understand the importance of education and pursue her studies | 0.6799
,,,,,,40881 | To help Priyanka Kumari continue her education | 0.874
,,,,,,40886 | To help Sangeeta Kumari return to her studies after a 3-year gap due to ill health | 0.67
,,,,,,40902 | To enroll Diltorni Kumari in school | 0.7848
,,,,,,40903 | To help Lali Kumari continue her education after her mother's death. | 0.8008
,,,,,,40907 | To educate Komal Kumari about the importance of education | 0.7974
,,,,,,28620 | To convince Khushboo Kumari to continue her education | 0.859
,,,,,,40919 | To help Radha Kumari pass her supplementary exam | 0.7084
,,,,,,40920 | To educate Ramavati Kumari | 0.7911
,,,,,,40923 | To get Kajal Kumari enrolled in school and continue her education | 0.8519
,,,,,,40926 | To encourage Kajal Kumari to continue her education | 0.8769
,,,,,,40931 | To motivate Riya Kumari to study further and help her pass her matriculation examination | 0.816
,,,,,,40933 | To empower Kajal Kumari to continue her education despite poverty and failure in matriculation | 0.8162
,,,,,,40935 | To convince Khushboo Kumari and her mother to get her admitted and complete her further studies | 0.8159
,,,,,,40966 | To enroll Farida Khatoon in school despite initial resistance from the school administration | 0.4974
,,,,,,41009 | To educate Durga Kumari and her parents about the importance of education | 0.8194
,,,,,,28573 | To educate Mamta Kumari despite her father | 0.7912
,,,,,,41019 | To make Rohit Raj understand the importance of education and continue his studies | 0.6927
,,,,,,41023 | To motivate Ritesh to continue his studies and understand the importance of education | 0.6147
,,,,,,16284 | To educate Anita Kumari and improve her life | 0.8022
,,,,,,41041 | To ensure Sambhavika Kumari attends school despite her family's poor financial condition | 0.7678
,,,,,,41045 | To educate Munna | 0.5088
,,,,,,15087 | To help Nikki Kumari understand the importance of education and attend school regularly | 0.8266
,,,,,,41058 | To encourage and support Soni Kumari in pursuing her education despite financial constraints and lack of motivation | 0.8283
,,,,,,41059 | To help Chandni Kumari continue her education despite financial constraints | 0.8082
,,,,,,41077 | To enroll Vishal Kumar in school despite the lack of a transfer certificate | 0.63
,,,,,,41085 | To solve the problem of admission in class 9 due to TC | 0.428
,,,,,,41088 | Anjani wanted to go to school but the school was far away | 0.5155
,,,,,,41112 | To re-enroll dropout girls in Kasturba Vidyalaya and provide them with education | 0.6278
,,,,,,41121 | To get Aryan Kumar admitted to school | 0.7075
,,,,,,41122 | To get Aryan Kumar admitted to school | 0.7075
,,,,,,41123 | To enroll Akriti Kumari in school and ensure she receives an education despite her family's financial struggles | 0.8638
,,,,,,41159 | To ensure Sapna Kumari attends school by explaining the importance of education to her parents | 0.8493
,,,,,,28577 | To encourage Pooja Kumari to continue her studies after she had dropped out due to poor financial condition and academic performance | 0.7851
,,,,,,41188 | To help Priyanka continue her studies by finding a solution to the problem of the school being far away | 0.6167
,,,,,,28578 | To continue Renu's education | 0.6261
,,,,,,41207 | To encourage Samanti to continue her education | 0.7628
,,,,,,41208 | To motivate Phool Kumari Devi and her daughter-in-law Karishma Kumari to understand the importance of education | 0.7923
,,,,,,41209 | To help Asha Kumari get back to school after she dropped out due to financial constraints | 0.7946
,,,,,,41210 | To improve Sunita's education | 0.6259
,,,,,,28579 | To educate Renu till Intermediate | 0.6258
,,,,,,41217 | To help Sunita get admitted to school by obtaining her birth certificate | 0.5925
,,,,,,41223 | To educate Anjali Kumari about the importance of education | 0.8078
,,,,,,28580 | To bring Chanchal back to school and continue her studies | 0.6568
,,,,,,41244 | To help Mansi Kumari get enrolled in a school despite not having the required proof of residence | 0.7066
,,,,,,41260 | To get Preeti Kumari to pursue further studies | 0.7433
,,,,,,41270 | To educate Kajal | 0.6058
,,,,,,41273 | To enroll Kanchan in class 6th and encourage her to continue her studies | 0.679
,,,,,,41274 | To enroll Anjali Kumari in school | 0.7722
,,,,,,41276 | To get Raveena back to school | 0.466
,,,,,,40521 | To help Anjali and her sisters get an education despite their poor financial condition and lack of support after their parents' death. | 0.6642
,,,,,,28625 | To create awareness about the importance of education for girls and encourage them to pursue their studies beyond 12th class | 0.6327
,,,,,,40522 | To educate Savita Kumari about the importance of education and encourage her to pursue her studies | 0.8706
,,,,,,40524 | To empower Preeti Kumari and her family by providing access to education and overcoming the barrier of lack of certificates | 0.8274
,,,,,,40528 | Rima had left studies after studying till class six | 0.5066
,,,,,,41286 | To educate Ranju Kumari and help her stand on her own feet | 0.7272
,,,,,,40530 | To continue Nisha Kumari's education | 0.802
,,,,,,41293 | To educate Kunti Kumari till 12th class | 0.7813
,,,,,,40538 | To help Sakina resume her studies and complete her education | 0.6989
,,,,,,41297 | To convince Anjali Kumari's parents of the importance of education and encourage her to continue her studies. | 0.8609
,,,,,,40542 | To get Sunita Kumari admitted in Kasturba Vidyalaya | 0.7033
,,,,,,41302 | To ensure Pooja Kumari resumes her studies and completes her education | 0.8013
,,,,,,40546 | To support Pooja Kumari in pursuing her further studies | 0.7662
,,,,,,40550 | To help Preeti Kumari get education and empower her community | 0.8402
,,,,,,40553 | To help Sonali Kumari continue her education by enrolling her in Kasturba Vidyalaya | 0.817
,,,,,,41315 | To enroll Nitya Kumari in class one | 0.7654
,,,,,,40555 | To encourage Pinky | 0.3209
,,,,,,40557 | To educate Kajal Kumari and her family about the importance of education | 0.8463
,,,,,,40558 | To help Pushpa Kumari resume her studies after failing in matriculation | 0.7344
,,,,,,41320 | To enroll Avshita Kumari in school by making her parents aware of the importance of education | 0.8374
,,,,,,41342 | To solve the problem of Kavita | 0.3347
,,,,,,41374 | To ensure Kajal Kumari completes her education despite her parents' poor financial condition | 0.7744
,,,,,,41381 | To re-enroll Chandrakala in school and promote education in her community | 0.7398
,,,,,,41383 | To enroll Madhuri in school and promote education in the Majhi community | 0.6886
,,,,,,"41384 | To enroll Anushka Kumari, a 7-year-old girl from a Maji community, in school and promote education in her community | 0.7733"
,,,,,,41389 | To enroll Munni Kumari in school and promote education in the Musahar community | 0.7118
,,,,,,41412 | To enroll Sunaina Kumari back in school and improve her future prospects | 0.8206
,,,,,,41415 | To educate Manchana Kumari and ensure she has a better future | 0.8117
,,,,,,41417 | To help Sunil Kumar | 0.6387
,,,,,,41418 | To help Rajanandini get enrolled in school despite the lack of a school transfer certificate | 0.5233
,,,,,,41434 | To motivate Poonam Kumari to pursue education and pass the matriculation examination | 0.7306
,,,,,,41438 | To improve Priyankas education by enrolling her in school | 0.7086
,,,,,,41439 | Gudiya had failed in matriculation | 0.3719
,,,,,,41445 | To educate Meena Devi | 0.581
,,,,,,41446 | To enroll Madhuri Kumari in school | 0.786
,,,,,,41455 | To support Sudhaa Kumaris education and empower her through community involvement. | 0.819
,,,,,,41481 | To inspire Mala Kumari to resume her studies and understand the importance of education | 0.8592
,,,,,,41494 | To educate Sanwali Kumari and other children in the community despite poverty | 0.7448
,,,,,,41515 | To enroll Sukriti Kumari in school | 0.7732
,,,,,,28628 | To educate Madhu Kumari and other children in the village about the importance of education | 0.7833
,,,,,,48924 | To enroll Sonakshi Kumari in school and create a conducive environment for studies in her community | 0.7981
,,,,,,48921 | To enroll Roshni in school | 0.5417
,,,,,,48957 | To enroll Neetu Kumari in school and ensure she attends daily | 0.8229
,,,,,,48998 | To improve the room in Kollore by applying to Panchiyiti | 0.3133
,,,,,,49008 | To empower Soni Kumari to pursue her education despite financial constraints | 0.8097
